product_name,route,country,holder,pv_file_location,pv_email,pv_phone
Omega 3,Oral Use,Italy,Aurobindo Pharma (Italia) S.R.L.,Malta,pharmacovigilance.eu@aurobindo.com,356 22294000
Omega 3 Bouty,Oral Use,Italy,Ibsa Farmaceutici Italia,Italy,farmacovigilanza@ibsa.it,39 338 9185465/ +41796364089
Omega 3 Doc,Oral Use,Italy,Doc Generici S.R.L.,Italy,farmacovigilanza@docpharma.com,39 02 65534273
Omega 3 Doc Generici,Oral Use,Italy,Doc Generici S.R.L.,Italy,farmacovigilanza@docpharma.com,39 02 65534273
Omega 3 Eg,Oral Use,Italy,Eg S.P.A.,Germany,dso@stada.de,496101603214
Omega 3 Mylan,Oral Use,Italy,Mylan S.P.A.,Italy,productsafety@viatris.com,39 02 61246439
Omega 3 Pensa,Oral Use,Italy,Fg S.R.L.,Italy,farmacovigilanza@epifarma.it,390973655200
Omega 3 Sandoz,Oral Use,Italy,Sandoz S.P.A.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omega 3 Spa Società Prodotti Antibiotici,Oral Use,Italy,Spa – Società Prodotti Antibiotici S.P.A.,Italy,farmacovigilanza@skillpharma.com,393488605323
Omega 3 Teva Italia,Oral Use,Italy,Teva B.V,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omega 3 Zentiva,Oral Use,Italy,Zentiva Italia S.R.L.,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Omega 3-Acid-Ethyl Esters Strides Pharma Uk,Oral Use,United Kingdom (Northern Ireland),Strides Pharma Uk Limited,United Kingdom,drugsafety@strides.com,44 8000 988 048
Omegaflex 38/120/40,Intravenous Use,Italy,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Especial,Intravenous Use,Spain,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Especial Sin Electrolitos,Intravenous Use,Spain,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Peri,Intravenous Use,Poland,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Peri,Intravenous Use,Spain,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Plus,Intravenous Use,Spain,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Plus,Intravenous Use,Poland,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Special,Intravenous Use,Poland,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegaflex Special Bez Elektrolitów,Intravenous Use,Poland,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegapro Aa56/G144/L40,Intravenous Use,Italy,B.Braun Melsungen Ag,Germany,pharmacovigilance@bbraun.com,495661710
Omegastatin,Oral Use,Italy,So.Se.Pharm S.R.L.,Italy,farmacovigilanza@sosepharm.com,393663214480
Omegaven,Intravenous Use,Denmark,Fresenius Kabi Ab,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Czech Republic,Fresenius Kabi Ab,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Latvia,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Lithuania,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Slovakia,Fresenius Kabi Ab,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Slovenia,Fresenius Kabi Austria Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Estonia,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,France,Fresenius Kabi France S.A.S.,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Germany,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Hungary,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Italy,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Netherlands,Fresenius Kabi Nederland B.V.,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Poland,Fresenius Kabi Deutschland Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Portugal,"Fresenius Kabi Pharma Portugal, Lda.",Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Romania,Fresenius Kabi Ab,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Sweden,Fresenius Kabi Ab,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,United Kingdom (Northern Ireland),Fresenius Kabi Limited,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegaven,Intravenous Use,Austria,Fresenius Kabi Austria Gmbh,Germany,pharmacovigilance@fresenius-kabi.com,49 6172 686 7313
Omegoil,Oral Use,Germany,Ibsa Farmaceutici Italia,Italy,farmacovigilanza@ibsa.it,39 037161 7377
Omegoil,Oral Use,Italy,Ibsa Farmaceutici Italia,Italy,farmacovigilanza@ibsa.it,39 037161 7377
Omegomel,Intravenous Use,Belgium,Baxter Sa,Sweden,Kista_SHS_EUQPPV@baxter.com,46 8 632 6400
Omegomel,Intravenous Use,Luxembourg,Baxter Sa,Sweden,Kista_SHS_EUQPPV@baxter.com,46 8 632 6400
Omegomel,Intravenous Use,Luxembourg,Baxter Sa,Sweden,Kista_SHS_EUQPPV@baxter.com,46 8 632 6400
Omegomel,Intravenous Use,Netherlands,Baxter B.V.,Sweden,Kista_SHS_EUQPPV@baxter.com,'+46 8 632 6400
Omegomel,Intravenous Use,Netherlands,Baxter B.V.,Sweden,Kista_SHS_EUQPPV@baxter.com,46 8 632 6400
Omeira,Oral Use,Latvia,Uab Inteli Generics Nord,Lithuania,pv@evigrow.com,37067054244
Omekon,Oral Use,Italy,Alikon Srl,Italy,pharmacovigilance@virelpharma.it,39-348-5146.006
Omelia,Oral Use,Croatia,Stada D.O.O.,Germany,dso@stada.de,49 6101 603 214
Omelia,Oral Use,Croatia,Stada D.O.O.,Germany,dso@stada.de,49 6101 603 214
Omelis,Oral Use,Czech Republic,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com,4915123288824
Omelis,Oral Use,Slovakia,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com,4915123288824
Omelis,Oral Use,Czech Republic,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com,4915123288824
Omelis,Oral Use,Slovakia,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com,4915123288824
Omemyl,Oral Use,Slovakia,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Omep,Intravenous Use,Germany,Hexal Ag,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep,Oral Use,Estonia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep,Oral Use,Germany,Hexal Ag,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep,Oral Use,Lithuania,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep Mut,Oral Use,Germany,Hexal Ag,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep Plus,Oral Use,Germany,Hexal Ag,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep Uno,Oral Use,Estonia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omep Uno,Oral Use,Lithuania,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omepra,Oral Use,Portugal,Laboratorio B A Farma Lda,Portugal,primo.antonio@bafarma.pt,351 21 910 46 70
Omepradex,Oral Use,Germany,Dexcel Pharma Gmbh,Germany,pharmakovigilanz@dexcel.com,49 (0)6023 9480 0
Omepralan,Oral Use,Austria,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at,436641067213
Omeprazen,Oral Use,Italy,Malesci Istituto Farmacobiologico - S.P.A.,Italy,central.drug.safety.unit@menarini.it,39 0555680382
Omeprazol,Oral Use,Czech Republic,Galmed,Czech Republic,pvg@pharmazet.com,420 281 910 140
Omeprazol,Oral Use,Czech Republic,Neuraxpharm Bohemia S.R.O.,Spain,safety@neuraxpharm.com,34 689012911
Omeprazol,Oral Use,Portugal,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz,420602290022
Omeprazol,Oral Use,Romania,Dr. Reddy's Laboratories Romania S.R.L.,Germany,xevmpd@drreddys.com,49 172 3643749
Omeprazol,Oral Use,Sweden,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Omeprazol (Als Magnesium) Sandoz,Oral Use,Netherlands,Sandoz B.V.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol +pharma,Oral Use,Austria,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at,43 316 9003
Omeprazol 1 A Pharma,Oral Use,Germany,1 A Pharma Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol 1a Pharma,Oral Use,Austria,1a Pharma Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol 1a Pharma,Oral Use,Netherlands,1 A Pharma Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol Ab,Oral Use,Belgium,Aurobindo N.V.,Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Abece,Oral Use,Sweden,Evolan Pharma Ab,Czech Republic,pv@evolan.se,46 8 544 960 30
Omeprazol Abz,"Gastroenteral Use ,Oral Use",Germany,Abz-Pharma Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Actavis,"Gastroenteral Use ,Oral Use",Iceland,Actavis Group Ptc Ehf.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Actavis,"Gastroenteral Use ,Oral Use",Lithuania,Teva B.V,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Actavis,"Gastroenteral Use ,Oral Use",Sweden,Actavis Group Ptc Ehf.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Actavis,Oral Use,Iceland,Actavis Group Ptc Ehf.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Al,Oral Use,Germany,Aliud Pharma Gmbh,Germany,dso@stada.de,49 6101 603 214
Omeprazol Almus,Oral Use,Spain,Almus Farmaceutica S.A.,Germany,qppvo_almus@pharmalex.com,34 93 739 7180
Omeprazol Alter,Oral Use,Portugal,Alter S.A.,Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Omeprazol Alter,Oral Use,Spain,"Laboratorios Alter, S.A.",Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Omeprazol Amarox,Oral Use,Denmark,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Omeprazol Amarox,Oral Use,Germany,Amarox Pharma Gmbh,Netherlands,safety@amaroxpharma.com,49(0)894518748-28
Omeprazol Amarox,Oral Use,Netherlands,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Omeprazol Amarox,Oral Use,Sweden,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Omeprazol Antibiotice,Oral Use,Romania,Antibiotice Sa,Romania,farmacovigilenta@antibiotice.ro,40 232 209 256
Omeprazol Apofri,Oral Use,Sweden,Evolan Pharma Ab,Czech Republic,pv@evolan.se,46 8 544 960 30
Omeprazol Arena,Oral Use,Romania,Arena Group S.A,Romania,farmacovigilenta@mediakompass.ro,40767913111
Omeprazol Atb,Oral Use,Romania,Antibiotice Sa,Romania,farmacovigilenta@antibiotice.ro,40 232 209 256
Omeprazol Auro,Oral Use,Netherlands,Aurobindo Pharma B.V.,Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Aurobindo,Oral Use,Belgium,Aurobindo N.V.,Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Aurobindo,Oral Use,Netherlands,Aurobindo Pharma B.V.,Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Aurovitas,Oral Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Omeprazol Aurovitas Pharma,Oral Use,Spain,"Aurovitas Spain,s.A.U.",Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Aurovitas Spain,Oral Use,Spain,"Aurovitas Spain,s.A.U.",Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Omeprazol Azevedos,Oral Use,Portugal,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Portugal,farmacovigilancia@azevedos-sa.pt,351214725927
Omeprazol Azevedos,Intravenous Use,Portugal,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Portugal,farmacovigilancia@azevedos-sa.pt,351214725927
Omeprazol Basi,Intravenous Use,Portugal,"Laboratórios Basi – Indústria Farmacêutica, S.A.",Portugal,pharmacovigilance@basi.pt,(+351) 912 441 042
Omeprazol Basi,Oral Use,Portugal,"Laboratórios Basi – Indústria Farmacêutica, S.A.",Portugal,catarina.cardoso@phagecon.pt,(+351) 912 441 042
Omeprazol Basi,Oral Use,Portugal,"Laboratórios Basi – Indústria Farmacêutica, S.A.",Portugal,pharmacovigilance@basi.pt,(+351) 912 441 042
Omeprazol Basi,Intravenous Use,Portugal,"Laboratórios Basi – Indústria Farmacêutica, S.A.",Portugal,pharmacovigilance@basi.pt,(+351) 912 441 042
Omeprazol Basics,Oral Use,Germany,Basics Gmbh,Romania,drugsafetyeurope@sunpharma.com,40 264 501 163
Omeprazol Basics,Oral Use,Germany,Basics Gmbh,Romania,drugsafetyeurope@sunpharma.com,40-264-501163
Omeprazol Bei Sodbrennen Al,Oral Use,Germany,Aliud Pharma Gmbh,Germany,dso@stada.de,49 6101 603 214
Omeprazol Bei Sodbrennen Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de,499114302364
Omeprazol Bei Sodbrennen Zentiva,Oral Use,Germany,Zentiva Pharma Gmbh,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Omeprazol Bioeel,Oral Use,Romania,Bioeel Manufacturing S.R.L.,Romania,fvg@bioeel.ro,0040751233978
Omeprazol Biofarm,Oral Use,Poland,Biofarm Sp. Z O.O.,Poland,pharmacovigilance@biofarm.pl,48 507 006 067
Omeprazol Biosan,Oral Use,Austria,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at,436641067213
Omeprazol Blixie,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com,351210414119
Omeprazol Bluefish,Oral Use,Germany,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Omeprazol Bluefish,Oral Use,Sweden,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Omeprazol Bluepharma,Oral Use,Portugal,"Bluepharma Genéricos - Comércio De Medicamentos, S.A.",Portugal,farmacovigilancia@blueclinical.pt,00351224008005
Omeprazol Bravet Teva Pharma,Gastroenteral Use,Portugal,Teva Pharma – Produtos Farmacêuticos Lda,Croatia,safety.europe@tevaeu.com,385 1 372 4563
"Omeprazol Capsules Laboratorios Liconsa, S.A.",Oral Use,Netherlands,"Laboratorios Liconsa, S.A.",Spain,pharmacovigilance@chemogroup.com,34 619 275 590
Omeprazol Cf,Oral Use,Netherlands,Centrafarm B.V.,Germany,dso@stada.de,49 6101 603 214
Omeprazol Ciclum,Oral Use,Portugal,Ciclum Farma Unipessoal Lda.,Germany,dso@stada.de,49 6101 603 214
Omeprazol Ciclum,Oral Use,Portugal,Ciclum Farma Unipessoal Lda.,Germany,dso@stada.de,496101603214
Omeprazol Cinfa,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Omeprazol Cinfalab,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Omeprazol Cinfamed,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Omeprazol Combix,Oral Use,Spain,"Laboratorios Combix, S.L.U.",Spain,farmacovigilancia@combix.es,34628115773
Omeprazol Ct,"Gastroenteral Use ,Oral Use",Germany,Abz-Pharma Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Cuve,Oral Use,Spain,"Pharmex Advanced Laboratories, S.L.",Spain,farmacovigilancia@pharmex.es,34682898241
Omeprazol Davur,Oral Use,Spain,"Teva Pharma S.L.U.,",Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Dexcel,Oral Use,Germany,Dexcel Pharma Gmbh,Germany,med.wiss@dexcel-pharma.de,49 (0)6023 9480 0
Omeprazol Dexcel,Oral Use,Germany,Dexcel Pharma Gmbh,Germany,pharmakovigilanz@dexcel.com,49 (0)6023 9480 0
Omeprazol Distri,Oral Use,Germany,Towa Pharmaceutical Europe S.L.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Distriquimica,Oral Use,Germany,Towa Pharmaceutical Europe S.L.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Distriquimica,Oral Use,Netherlands,Towa Pharmaceutical Europe S.L.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Drug Ab,Oral Use,Spain,"Mabo-Farma, S.A",Spain,mabo@pvpharm.com,34 910 609 981
Omeprazol Dura S,Oral Use,Germany,Mylan Germany Gmbh,Italy,productsafety@viatris.com,39 02 61246439
Omeprazol Farma Tarbis,Oral Use,Spain,"Tarbis Farma, S.L.",Netherlands,safety@amaroxpharma.com,34935659776
Omeprazol Farmamabo,Oral Use,Spain,"Mabo-Farma, S.A",Spain,mabo@pvpharm.com,34 910 609 981
Omeprazol Farmax,Oral Use,Poland,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz,420602290022
Omeprazol Farmex,Oral Use,Romania,Sc Farmex Company Srl,Romania,farmacovigilenta@farmex.ro,4021.230.80.86
Omeprazol Farmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com,351210414119
Omeprazol Focus,Oral Use,Netherlands,Focus Care Pharmaceuticals B.V.,Netherlands,pv@focuscare.nl,31 (0) 85 7920 800
Omeprazol G.L,Oral Use,Austria,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at,436641067213
Omeprazol Gemax Pharma,Oral Use,Romania,Gemax Pharma S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Omeprazol Generis,Intravenous Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Omeprazol Generis,Oral Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Omeprazol Genkern,Oral Use,Portugal,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Spain,farmacovigilancia@kernpharma.com,34 937002525
Omeprazol Germed,Oral Use,Portugal,"Omnicals Pharma, Unipessoal Lda",Portugal,pv@statim.pt,351213105416
Omeprazol Gobens,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com,34 635 92 68 57
Omeprazol Gp,Oral Use,Portugal,"Gp – Genéricos Portugueses, Lda.",Portugal,phv@medinfar.pt,351 214997459
Omeprazol Gp,Oral Use,Portugal,"Medinfar Consumer Health - Produtos Farmacêuticos,lda",Portugal,phv@medinfar.pt,351 214997459
Omeprazol Healthkern,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com,34937002525
Omeprazol Hennig,Oral Use,Germany,Hennig Arzneimittel Gmbh & Co. Kg,Germany,pharmacovigilance@hennig-am.de,49 6145 508 311
Omeprazol Hennig,Oral Use,Germany,Hennig Arzneimittel Gmbh & Co. Kg,Germany,pharmacovigilance@hennig-am.de,49-6145-508311
Omeprazol Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de,499114302364
Omeprazol Hexal,Oral Use,Hungary,Hexal Ag,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol Hikma,Intravenous Use,Spain,"Hikma Farmacêutica (Portugal), S.A.",Croatia,portugaleupharmacovigilance@hikma.com,351219608410
Omeprazol Hikma,Intravenous Use,Spain,"Hikma Farmacêutica (Portugal), S.A.",Croatia,portugaleupharmacovigilance@hikma.com,351219608410
Omeprazol Kern Pharma,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com,34937002525
Omeprazol Korhispana,Oral Use,Spain,"Korhispana, S.L.",Spain,drug.safety@qualitecfarma.com,913 728 399
Omeprazol Krka,Oral Use,Netherlands,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.be@krka.biz,32 487 50 73 62
Omeprazol Krka,Oral Use,Portugal,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.PT@krka.biz,00351(0)214643650
Omeprazol Krka,Oral Use,Spain,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.es@krka.biz,0034(0)911610380
Omeprazol Laboratórios Azevedos,Intravenous Use,United Kingdom (Northern Ireland),"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Portugal,farmacovigilancia@azevedos-sa.pt,351214725927
Omeprazol Lph,Oral Use,Romania,Labormed Pharma S.A.,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Omeprazol Lumec Towa Pharmaceutical,Oral Use,Portugal,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Mabo,Oral Use,Spain,"Mabo-Farma, S.A",Spain,mabo@pvpharm.com,34 910 609 981
Omeprazol Medical Valley,Oral Use,Denmark,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Omeprazol Medical Valley,Oral Use,Iceland,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Omeprazol Medical Valley,Oral Use,Norway,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Omeprazol Medical Valley,Oral Use,Sweden,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Omeprazol Medinfar,Oral Use,Portugal,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",Portugal,phv@medinfar.pt,351 214997459
Omeprazol Medlink,Intravenous Use,Portugal,Medlink Pharma Lda.,Portugal,farmacovigilancia@phagecon.pt,00351212697910
Omeprazol Medreg,Oral Use,Czech Republic,Medreg S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Omeprazol Medreg,Oral Use,Poland,Medreg S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Omeprazol Medreg,Oral Use,Slovakia,Medreg S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Omeprazol Mylan,Oral Use,Germany,Mylan Germany Gmbh,Italy,productsafety@viatris.com,39 02 61246439
Omeprazol Mylan,Oral Use,Portugal,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Omeprazol Neuraxpharm,Oral Use,Slovakia,Neuraxpharm Bohemia S.R.O.,Spain,safety@neuraxpharm.com,34 689012911
Omeprazol Noridem,Intravenous Use,Czech Republic,Noridem Enterprises Ltd,Greece,pv@demo.gr,302108161802
Omeprazol Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com,34 635 92 68 57
Omeprazol Normon,Intravenous Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com,34 635 92 68 57
Omeprazol Nt Ratiopharm,"Gastroenteral Use ,Oral Use",Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Nt Ratiopharm,"Gastroenteral Use ,Oral Use",Luxembourg,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Omezolan,Oral Use,Portugal,"Aristo Pharma Iberia, S.L.",Germany,pharmacovigilance@aristo-iberia.com,0034628250558
Omeprazol Pensa,Oral Use,Norway,Pensa Pharma Ab,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Pensa,Oral Use,Spain,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Omeprazol Pensa,Oral Use,Sweden,Pensa Pharma Ab,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
"Omeprazol Pharmazone Portugal, Unipessoal Lda",Oral Use,Portugal,Pharmazone Portugal Unipessoal Lda.,Portugal,consultant4@crofar.com,(+351) 915438572
Omeprazol Polpharma,Intravenous Use,Czech Republic,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com,48695350512
Omeprazol Polpharma,Intravenous Use,Netherlands,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com,48695350512
Omeprazol Proclor,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com,351210414119
Omeprazol Punkt,Oral Use,Sweden,Evolan Pharma Ab,Czech Republic,safety@elc-group.com,420 226 251 459
Omeprazol Qualigen,Oral Use,Spain,"Neuraxpharm Spain, S.L.U.",Spain,safety@neuraxpharm.com,34 689012911
Omeprazol Ratiopharm,Gastroenteral Use,Portugal,Ratiopharm-Comercio E Industria De Produtos Farmaceuticos Lda,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Ratiopharm,"Gastroenteral Use ,Oral Use",Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Ratiopharm,Oral Use,Austria,Teva B.V,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Ratiopharm,Oral Use,Finland,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Ratiopharm,Oral Use,Hungary,Teva Gyógyszergyár Zrt,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Ratiopharm,Oral Use,Portugal,Ratiopharm-Comercio E Industria De Produtos Farmaceuticos Lda,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Omeprazol Richter,Oral Use,Romania,Gedeon Richter România S.A.,Hungary,pharmacovigilance@gedeon-richter.ro,40-265-257011
Omeprazol Rompharm,Intravenous Use,Romania,S.C. Rompharm Company S.R.L.,Romania,pharmacovigilance@rompharm.ro,40749144434
Omeprazol Rompharm,Oral Use,Romania,S.C. Rompharm Company S.R.L.,Romania,pharmacovigilance@rompharm.ro,40749144434
Omeprazol Sandoz,Intravenous Use,Netherlands,Sandoz B.V.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol Sandoz,Intravenous Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Omeprazol Sandoz,Oral Use,Austria,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
